RegionID,RegionName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01
395115,"Springfield, MA",83,110866,111016,111019,111070,111112,111231,111341,111488,111722,111760,111762,111577,111640,111792,111962,112211,112452,112851,113204,113529,113740,114347,115063,115957,116509,117047,117836,118360,119077,119538,120308,120947,121601,122059,122619,123215,124059,124819,125983,127338,128409,129021,129261,129975,130850,131887,132663,133384,134057,134825,134390,133903,133521,134291,135144,135713,136228,136713,137372,138189,138925,139515,140430,141336,142193,142653,143250,144101,145088,146231,147519,148948,150373,151604,152924,154410,156088,157857,159552,161275,162764,164150,165511,165995,166669,167760,169688,171724,173554,175083,176561,178002,179779,181432,182637,184411,186416,188862,190914,192794,194787,196909,198941,200749,202500,204634,207024,209464,211449,213041,214745,216450,218489,220143,222501,224387,226030,226608,226986,227379,228059,229016,229563,230114,229877,230149,229707,229990,229510,229442,229753,230426,230956,230550,229647,228624,227691,227208,226738,226377,226478,226678,226216,225203,223982,223286,222979,222421,221731,220131,218595,216606,214905,213328,212206,210953,209711,208453,207464,206951,207305,207921,208640,209229,209593,209594,209628,210026,210827,211341,211511,210978,209795,208580,207375,206135,204981,204352,203824,202974,201491,200077,198809,198122,197428,196527,195479,194915,194687,194211,193459,192935,192868,192790,192686,192422,192567,193057,193692,193966,193967,193845,194136,194058,194169,194574,195599,196699,197246,197653,197848,198295,198790,199428,199428,199729,199779,200277,199912,199620,199443,199538,199808,200224,200282,200501,200833,201557,202059,202036,202270,202329,202679,202688,203037,202853,203184,203271,204073,204656,205413,205902,206151,206638,207106,207818,207997,208451,208709,209226,209504,209941,211125,211988,213202,213756,214756,215847,217133,218884,220463,222280,223718,224448,223554,223181,223590,225034,226154,226396,226812,226791,227310,227321,227372,227843,229376,230739,231375,231523,231733,232578,233356,234255,234900,235805
394440,"Fort Myers, FL",84,121655,121576,121487,121558,121881,122336,122624,122907,123137,123100,123053,123081,123449,123902,124369,124646,124692,124703,124754,125032,125318,126322,127146,127885,128020,128388,128821,129268,129607,129688,130282,130528,131003,130868,131160,131480,131983,132405,132747,133111,133507,134172,134526,135011,135420,136077,136602,137075,137644,138276,139243,140193,141000,141672,142520,143626,144611,145469,146299,147242,148309,149386,150320,151372,152564,153855,154995,156184,157579,159009,160449,161845,163294,164723,166081,167498,169130,170788,172631,174241,175929,177762,179678,181661,183482,185335,187203,188698,189816,191266,193179,195108,196804,198218,200028,201543,203661,206089,209337,212615,215937,219231,222001,225447,228974,233342,238007,243246,248634,254729,261442,268555,276798,284594,293788,301312,309520,316297,322644,328908,334202,338153,339165,340299,339592,338036,334650,332814,329186,326014,319618,314900,309142,303230,296675,290010,284523,279186,272425,264578,258261,251998,247456,240147,233170,226266,220474,214559,208044,202359,197363,192171,186051,180122,175841,172026,168656,164569,160804,157351,154540,151687,149690,149046,148449,147789,145272,144139,143468,144124,144475,144582,144154,143621,142410,140756,139886,139654,140378,140040,139357,138181,137778,137624,138002,138259,138863,139362,139972,140287,140860,141867,143079,144302,145363,146308,147196,147994,149550,151443,152899,154251,155682,157436,159261,161156,162622,164615,166691,169464,171059,172273,173595,175120,176154,176755,177583,178892,180524,181427,181973,182695,184140,185771,187260,189216,191432,194409,196063,197700,198832,200982,203534,205692,207515,209457,211533,213230,215149,215631,217333,217855,219568,220527,221587,222452,223604,224651,225601,225756,225321,225615,226274,227918,228509,229328,229548,229821,229880,229980,230326,231719,232668,233985,234107,234932,235575,235433,235449,235836,237242,238416,239775,238877,238546,237167,237420,236882,236783,237347,238109,238680,238613,238797,238836,240330
394399,"Boise City, ID",85,,,,,,,,,,136248,136832,137140,137820,138470,139233,139998,140537,140982,141323,141577,141713,141778,141637,141677,141787,141928,141844,141822,141947,142184,142357,142547,142765,142963,143273,143575,143922,144015,144045,143837,143793,143697,143841,144066,144418,144781,145003,145164,145264,145625,146064,146477,146835,147118,147384,147610,147790,148218,148627,149373,149977,150509,150842,151363,151936,152471,152942,153361,153903,154239,154637,154896,155064,155185,155378,155588,155763,155978,156291,156663,156838,157051,157362,157400,157889,158333,158894,159078,159189,159533,159856,160156,160779,161359,161980,162564,163189,163589,163659,163726,163885,163903,163847,164182,165241,166463,167848,169339,170882,172953,175025,177711,180493,183444,186208,188252,188820,190219,191990,194325,195551,196633,199068,201363,203485,205228,207582,210138,212714,213479,212771,211956,212253,213612,213785,213805,213685,213546,213080,212676,212572,212511,212954,212873,212606,210504,207809,205012,202365,200090,197277,194250,190370,187707,184526,181557,177964,174883,173335,171527,169926,167992,166378,165017,164549,163077,162598,161106,160532,159691,157534,155031,152348,150006,148002,146018,144017,142506,140483,139409,137355,135664,134891,135150,135294,135558,135620,136365,136809,137012,137646,138483,141145,143758,146080,147806,150467,153071,155797,157201,159716,163213,166484,169831,171165,173398,175151,177838,179667,180994,182362,184402,185647,185776,185768,185881,186598,186677,187030,186909,186707,187058,187495,188294,188984,189755,191096,192076,193818,195039,196533,197342,198537,199272,200029,200570,201933,204476,206281,207963,208290,209684,210690,212191,213637,215829,217911,219646,221028,221421,222739,223917,226699,228388,230577,232744,234955,237063,238963,241746,243967,246395,248710,251605,254709,258606,262965,266999,270114,272888,275990,279337,282504,285721,288367,291148,293251,295147,296542,298218,300733,303470,306098,308090,310611,313183
395160,"Toledo, OH",86,77469,77608,77727,77859,78071,78295,78557,78814,79075,79362,79671,79974,80266,80615,81017,81391,81697,82052,82362,82712,83057,83459,83881,84262,84619,84911,85225,85618,85976,86298,86664,87026,87396,87630,87924,88267,88687,89104,89508,89926,90408,90847,91299,91752,92355,93013,93755,94316,94887,95454,96161,96764,97350,97960,98562,99169,99636,100187,100843,101445,102026,102374,102790,103211,103630,104124,104574,105020,105428,105771,105510,105770,106034,106915,107232,107570,107881,108196,108584,108972,109435,109864,110545,110906,111252,111238,111549,111852,112346,112677,112959,113136,113346,113548,113876,114195,114483,114846,115324,115835,116131,116543,116968,117437,117794,118177,118578,118918,119356,119595,119748,119784,119956,120125,120374,120676,120815,120815,120674,120716,120655,120760,120922,121170,121234,121159,120971,120868,120838,120948,121319,121610,121354,120711,119659,119020,118154,117634,116991,116328,115869,115417,114560,113627,113083,112990,113004,112818,112839,112446,111981,111285,110395,109505,108690,107589,106882,106274,106204,105380,104680,104131,103968,103985,104338,104625,104874,105005,104923,104595,103902,103696,103420,103120,102529,101768,100735,99748,98974,98735,98289,97775,97165,96644,96258,95952,95755,95561,95360,95049,94824,94695,94759,94801,94843,94808,94499,94090,93628,93334,92988,92825,92769,92646,92456,92328,92403,92740,93236,93630,94030,94394,94877,95095,95048,94671,94646,94695,95031,95241,95540,95991,96210,96446,96731,97448,98090,98967,99335,99984,100138,100254,100209,100330,100904,101607,102180,102525,102910,103314,104003,104321,104680,104886,105208,105398,105530,105593,105886,106306,106596,106858,106828,107031,107323,107812,108554,109492,110369,110921,111136,111231,112046,112902,114048,114544,115034,115073,115095,114815,114818,115082,115689,116522,116820,117107,117211,117803,118378,119245,119987,120900,121639,122371,122994,123524
394816,"Madison, WI",87,126121,126414,126754,127182,127510,127739,128089,128626,129238,129965,130407,130819,130863,131307,131766,132383,132825,133384,133879,134285,134543,134716,135111,135684,136968,137885,138575,138779,139540,140430,141225,141610,142036,142196,142653,142934,143557,143900,144531,145180,145783,146149,146360,147001,147854,149204,149969,150680,150796,151459,152043,152881,153573,154325,155150,155856,156473,157006,157731,158549,159427,160160,160926,161679,162292,162815,163301,163994,164786,165611,166451,167268,168122,168828,169430,169848,170368,170907,171532,172243,172982,173741,174350,174981,175639,176382,177140,178038,179461,181158,183140,184335,185436,186343,187833,189343,190785,192349,194102,196091,197334,198437,199226,200718,202134,203541,204516,205653,207045,208521,209813,211016,212321,213497,214560,215560,216558,217649,218781,219493,220002,220279,220959,221291,221679,221855,222085,222230,222328,223089,223916,225024,225396,225569,225348,225238,225121,225355,225920,226662,226998,225797,224050,222388,221643,221141,220635,220297,219821,219107,217889,216148,214962,214349,214312,213803,213729,213469,213255,212802,212867,213016,212970,213119,213362,213873,214067,214097,213248,212682,211987,211290,209966,208728,208333,207940,207283,206371,205571,205265,204732,203905,203166,202773,202740,202543,201856,201204,200633,200129,199773,199122,199382,199697,200074,199838,199693,199647,199523,199464,199437,200393,201501,202858,203361,203715,204332,205496,206506,207822,209291,210816,211890,211778,211009,211010,211657,213387,214313,215122,215658,215804,216014,216098,216723,217418,218815,219903,221045,221335,221577,221916,222455,223132,223821,224724,225752,227388,229032,229512,229443,229228,230622,232200,234173,236048,237996,239753,241575,242506,243132,244233,246420,248608,250183,251299,252326,253300,254129,255286,255730,257017,257814,259649,260720,262871,264151,265537,266160,267242,267885,268787,269730,270942,272408,273257,274068,274088,274745,275496,276775,277713,279015,279942,281150,281874
394766,"Lakeland, FL",88,87850,88174,88492,88733,88882,88989,89113,89326,89520,89632,89551,89491,89601,89867,90065,90289,90589,90908,91167,91330,91643,92161,92765,93204,93370,93491,93698,94013,94376,94776,95197,95469,95577,95568,95702,95994,96483,96932,97365,97705,98052,98384,98713,99218,99510,99679,99772,100142,100382,100669,100944,101400,101741,102043,102402,102739,103225,103790,104341,104691,105119,105525,106003,106361,106784,107217,107613,107978,108389,108761,109126,109421,109780,110201,110635,111105,111576,112027,112531,113037,113690,114318,115084,115905,116772,117576,118142,118670,119101,119649,120399,121321,122430,123478,124580,125569,126364,127177,128106,129346,131000,133116,134989,136655,138176,140650,143227,145756,147653,149883,152997,157064,161208,165277,169861,174901,179024,180977,182245,184628,189751,194832,199073,200732,201964,201780,200867,199929,199678,200596,201484,201818,200494,198839,197140,195952,194658,193324,191779,188968,187156,185959,185032,182735,179791,176360,173081,170015,166854,164338,162163,160209,156535,152187,148302,145700,143407,141559,139074,136788,134626,132394,129994,128174,127546,127583,127197,126090,124503,122614,121027,119691,118295,117024,115649,114211,112485,109914,107598,105428,104182,103454,103059,102602,101844,101530,101291,101271,100834,101118,101754,102815,103445,103308,103049,102683,103182,103122,103494,103936,105250,106430,107079,107722,108930,110959,113246,115524,117675,119659,121383,122440,123234,124126,125107,126228,126810,127529,127828,128416,128488,129315,130317,131960,132977,133743,134491,135152,135659,136266,136777,137070,137545,138212,139138,139538,140575,141673,143329,144175,145361,145869,147218,148895,150579,151543,151832,152695,153408,154706,155945,157800,159012,159965,160740,161453,162527,163768,165350,166983,168482,169014,169483,170257,172442,174387,175981,177316,178916,180813,182409,183042,183533,184483,185715,186398,186295,186693,187299,188117,188537,188808,189275,190342,191591,192850
394931,"Ogden, UT",89,146460,147263,148073,148828,149660,150437,151178,151934,152621,153338,153698,154046,154293,155024,155758,156527,156991,157412,157830,158090,158358,158569,158977,159404,159941,160176,160233,160159,160149,160204,160181,160268,160348,160363,160392,160489,160617,160576,160493,160521,160866,161203,161627,161981,162446,162867,163326,163779,164342,165242,166282,167204,167847,168429,169008,169760,170413,171210,171500,171630,171456,171266,171021,170886,170919,171184,171473,171634,171718,171715,171962,172320,172620,172610,172391,172429,172543,172540,172232,171939,171690,171518,171191,170707,170579,171141,172119,172495,172485,172445,172862,173255,173640,173889,174448,175099,175658,175692,175580,175679,175960,176068,176057,176135,176428,176837,177109,177495,177826,178138,178270,178447,178764,178999,179445,179845,180592,181145,182191,183239,184636,186194,188099,190196,192352,195259,197621,200237,201820,204268,206080,208281,210286,212734,215022,217126,219239,220921,222708,224142,226059,227408,228105,228048,227136,225720,224252,223109,221642,219945,218096,216232,214238,211741,210531,209250,208527,207550,206543,205654,204802,204141,203959,203851,203897,203475,202596,201705,201273,200590,199915,198393,196857,195198,193437,191708,189756,189174,188455,188171,186933,185968,184758,184081,183728,183598,183398,183116,183286,183004,182694,182232,182243,182863,183856,184934,185964,186818,187930,189310,190896,192132,193623,195142,197084,198836,200605,202299,203638,205253,206402,207579,207819,208514,209116,209942,210376,210475,210555,210426,210501,210208,210660,211094,212295,213196,214249,214954,215886,216742,217720,219212,221159,223425,224913,226432,227857,229702,231263,233175,234809,236824,238712,240625,242488,244366,246715,248554,250387,251665,253700,255824,258653,261427,264274,266720,268542,269986,271337,273341,275790,278618,280857,282588,284719,287385,290137,292423,294869,297831,300920,303398,305102,306629,308542,310916,312502,313584,314582,316170,317956,319486,320838,322382,324245,326096
394528,"Daytona Beach, FL",90,93602,93768,93907,94032,94156,94231,94306,94369,94457,94366,94318,94324,94521,94752,94941,95104,95237,95436,95699,96075,96431,97044,97501,97850,97859,97940,98112,98353,98675,99013,99314,99473,99612,99706,99978,100229,100608,100919,101377,101890,102385,102895,103242,103548,103866,104312,104777,105360,105927,106538,106970,107410,107879,108346,108943,109629,110378,111099,111789,112431,113097,113783,114474,115169,115820,116600,117419,118318,119180,119939,120791,121668,122725,123732,124696,125616,126604,127763,128864,129886,130921,132175,133546,134843,136014,137329,139127,140992,142673,144044,145704,147644,149584,151375,152998,155124,157249,159533,161481,163899,166837,169758,172537,175007,178149,181610,185379,188519,192103,196062,200409,204557,208716,213573,218450,223723,228424,232582,236051,239797,243134,245893,248199,249973,250992,250573,249887,248934,247061,245065,242692,241141,238885,236110,232602,229121,225909,223029,219744,216381,213338,209737,206274,201121,197853,194484,191984,188456,184582,181170,178090,174295,170574,167639,165755,164096,160904,157689,154649,152546,151102,149201,147219,145355,143675,142345,140626,139825,139031,138644,137159,135767,133746,132067,130552,130231,130106,129272,127808,125793,124090,122319,121591,120814,120442,120035,119700,118665,117124,115903,115505,115934,117040,117944,118506,119042,119638,120391,121150,122176,123741,125517,127133,128188,128645,129940,131426,133265,135111,136802,138521,140021,141636,143229,144948,146173,147374,147477,147797,147781,147822,148250,148910,149850,150564,150853,151034,151743,152514,153908,154945,156339,157605,158751,159432,159973,160612,162181,163169,164136,164903,166271,168014,169633,171289,172394,173905,175421,177036,178004,179671,181430,183601,185123,186395,187372,188392,190183,192146,194040,195408,196294,197601,198476,199733,200456,201397,202233,203130,203855,204323,204963,206150,207606,208253,209039,209624,210800,211853,213161,214402,215515,216667,217731,218625,219692
394531,"Des Moines, IA",91,104957,105368,105703,105918,106154,106323,106545,106789,107235,107308,107207,106905,106784,106816,106910,107209,107420,107709,108044,108286,108273,108609,109148,109972,110529,111029,111515,111925,112382,112845,112966,113174,113521,114154,114773,115255,115888,116479,117119,117625,118179,118718,119583,120502,120948,121387,121855,122803,123388,123926,124318,124843,125281,125771,126401,126899,127597,128034,128610,129018,129448,129881,130341,130999,131631,132304,132664,133084,133535,133872,134088,134263,135012,135888,136851,137296,137704,137964,138479,139057,139684,140420,141182,141944,142401,142716,142958,143495,144221,145036,145676,146248,146760,147362,147898,148307,148752,149245,149856,150415,150923,151428,151963,152438,152958,153383,153839,154306,154805,155371,155938,156500,156953,157374,157822,158394,158886,159447,159893,160473,160887,161274,161500,161743,162000,162283,162466,162633,162827,162958,163268,163516,163790,163773,163730,163602,163466,163230,163176,163065,162964,162882,162568,161988,161207,160765,160480,160351,160212,160095,159689,159129,158570,157881,157258,156671,156495,156336,156289,156135,156029,155999,156103,156192,156159,156131,156191,156505,156609,156466,155929,155219,154487,153614,152707,151883,151169,150717,150189,149640,149104,148605,148209,147961,147826,147767,147657,147758,147846,147503,147030,146788,147017,147340,147710,148257,148907,149609,150557,151390,152358,153350,154505,155019,154902,154982,155478,156003,156237,156364,156503,156634,156706,157071,157481,158128,158906,159444,159669,159698,159772,160008,160117,160166,160114,160468,160955,161757,162512,163357,164224,165156,166236,167439,168449,169516,170558,171234,171920,172531,173415,174182,174948,175636,176150,176313,176934,177666,178435,179210,179921,180783,181309,182021,182661,183486,184406,185605,186491,187458,188599,189334,189649,189789,190692,191886,192552,193105,193533,194266,194945,195395,195777,196323,197207,198041,198501,198625,199157,199667,200236,200478,200795,201185,201490,201835
394711,"Jackson, MS",92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96634,96533,96465,96565,96615,96777,96758,96929,97039,97207,97464,97851,98353,98917,99556,99996,100494,100943,101627,102245,102990,103659,104230,104689,105183,105665,105990,106031,106287,106517,106984,107185,107378,107655,107896,108110,107945,107876,108118,108799,109319,109749,109878,110080,110346,110554,110919,111187,111721,112258,112610,112646,112708,112788,113127,113365,113585,113851,114017,114298,114498,114742,114971,115420,115822,116442,116895,117466,118006,118500,119098,119609,120181,120737,121478,122196,123026,123741,124576,125269,125820,126317,127204,128387,129711,130543,131347,131987,132707,133282,133914,134677,135501,136253,136467,136382,136046,136054,135813,135657,135348,135133,134559,133893,133101,132733,132055,131359,130453,129558,128789,127724,126982,126004,125458,124710,124249,123123,122455,122047,122288,122728,123131,123931,124344,125341,125850,126514,126400,126786,127028,127017,126616,126071,125836,125275,124820,123762,123010,122370,122633,122713,122721,122676,122382,121908,121067,120650,120275,120259,120073,119846,119196,118883,118661,118505,118463,118836,119520,119895,119934,119521,119418,119432,119687,119494,119331,119548,120004,119946,119356,118662,118359,118448,118239,117872,117525,117386,117395,117069,116761,116704,116832,117208,117668,118288,119180,120171,121064,121948,122670,123337,123871,124344,124982,125571,125939,126095,126112,126086,126042,126092,126169,126297,126193,126261,126534,126875,127339,127702,128025,128341,128746,129083,129199,129568,130311,131125,131503,131715,131972,132259,132672,133027,133277,133574,133827,133917,133874,133971,134272,134791,135045,135647,135822,136419,136859,137277,137638,137995,138499,138843,139221,139526,140023,140289,140864,141166,141644,142145
395245,"Youngstown, OH",93,71140,71276,71346,71401,71450,71604,71781,72025,72227,72487,72736,72952,73098,73295,73579,73885,74189,74356,74528,74595,74792,74966,75190,75414,75692,75935,76232,76529,76826,77092,77344,77640,77853,77954,78011,78073,78211,78304,78340,78439,78634,78922,79122,79312,79453,79701,80010,80340,80642,80935,81264,81491,81694,81884,82192,82536,82909,83312,83643,84002,84275,84578,84825,85078,85248,85430,85605,85855,86120,86348,86533,86669,86851,87018,87202,87435,87681,87884,88030,88138,88259,88375,88543,88722,88904,89090,89266,89408,89636,89901,90231,90461,90683,90879,91136,91365,91612,91836,92116,92425,92672,92933,93176,93492,93768,94019,94233,94486,94778,95103,95445,95785,96101,96297,96392,96359,96325,96355,96441,96553,96583,96638,96671,96714,96726,96706,96685,96653,96703,96757,96755,96577,96332,96000,95591,95153,94792,94599,94540,94749,94933,94903,94727,94498,94289,94034,93805,93568,93312,93151,92842,92383,91633,91039,90330,89852,89356,88962,88458,88027,87569,86885,86269,85640,85310,84963,84776,84391,84134,83831,83673,83237,82771,82376,82059,81698,81243,80737,80395,80190,79935,79617,79251,79084,79006,78856,78532,78134,77834,77814,77783,77739,77543,77389,77249,77118,76980,76912,77018,77192,77395,77475,77563,77600,77729,77904,78034,78105,78152,78287,78420,78635,78672,78432,77990,77687,77510,77375,77348,77493,77514,77410,77207,77206,77312,77669,77891,78034,78229,78509,78787,78835,79111,79404,79790,79745,79641,79465,79760,80179,80518,80667,80816,81196,81599,82021,82318,82813,83414,84107,84656,84960,85295,85757,86273,86699,86859,87031,87308,87804,88454,88945,89142,89394,89845,90645,91184,91735,92177,92494,92608,92486,92583,92891,93446,93988,94285,94293,94476,94646,95016,95465,96035,96638,96963,97180
394352,"Augusta, GA",94,83920,83952,83896,83827,83778,83788,83886,83965,84117,84424,84751,85062,85135,85269,85610,85974,86334,86617,86785,87009,87208,87308,87369,87481,87792,88062,88234,88475,88721,89090,89491,89881,90180,90311,90510,90726,91080,91372,91687,91982,92295,92442,92590,92758,92951,93198,93456,93677,93883,94049,94446,94741,95020,95132,95270,95519,95909,96472,96892,97341,97597,97954,97774,97828,97750,98195,98462,98715,98871,98898,98962,98914,98990,99070,99400,99504,99805,99884,100153,100277,100380,100560,100839,101214,101529,101787,102084,102421,102758,103038,103329,103705,104189,104660,105122,105592,106073,106548,107044,107649,108146,108718,109270,109866,110438,111083,111670,112259,112800,113456,114035,114649,115337,116116,116942,117800,118562,119177,119875,120558,121392,122239,123339,124471,125558,126431,127077,127587,128101,128738,129370,129912,130435,130789,131156,131471,131986,132484,132922,133204,133454,133655,133790,134209,134587,135105,135146,134710,133994,133308,133078,132918,132921,132793,132772,132376,131897,131148,130664,130531,130582,130628,130337,130183,129755,129392,128756,128444,128108,127861,127381,126916,126398,126034,125748,125261,124807,124342,124023,123442,122821,122290,122006,121618,121128,120373,119667,119051,118675,118304,117890,117595,117541,117529,117429,117364,117414,117616,117660,117957,118097,118438,118783,119193,119344,119450,119633,119973,120203,120446,120867,121086,121320,121335,121450,121463,121662,121871,122034,122052,122176,122401,122633,122877,123086,123367,123672,124127,124455,124820,125237,125759,126280,126689,127106,127542,128101,128672,129247,129608,130021,130370,130734,130946,131031,131028,131018,131071,131085,131129,131123,131262,131529,131925,132436,133149,133987,135024,135901,136690,137528,138449,139426,140283,141133,141983,142731,143390,144121,144815,145574,146404,147117,147575,147877,148280,148748,149154,149580,150005,150344,150632,150952,151245,151602,152098
395075,"Scranton, PA",95,75262,74985,74954,74737,74810,74754,74856,75182,75646,76110,76327,76561,76546,76755,76693,77031,76913,76860,76612,76225,75667,75130,74891,74899,75096,75479,75804,75866,76052,76424,77000,77333,77753,78142,78413,78330,78312,78262,78211,78334,78461,78690,78430,78265,77985,77842,78048,78416,78725,78777,78984,79183,79407,79510,79755,80220,80829,81447,81617,81761,81855,82106,82359,82547,82645,82774,83123,83583,83928,84322,84857,85346,85680,85997,86253,86619,87107,87483,87726,87682,87757,87790,87818,87978,88381,88785,89096,89248,89644,90276,91080,91868,92564,93128,93639,94114,94448,94909,95380,96100,96365,96565,96531,96704,96870,97232,98011,98751,99669,100284,101213,102037,102958,103664,104312,104871,105592,106286,106778,107195,107529,108118,108546,109049,109548,110289,111113,111977,112613,113046,113422,113891,114427,114717,114866,114902,115331,115772,116302,116627,117033,117345,117274,117874,118291,118992,118845,118719,118270,117793,117510,117321,117055,116458,116058,114585,113657,112749,113171,113372,113351,112894,111956,111175,110747,111405,112135,112871,112802,112551,112194,111923,111868,112206,112764,112929,112627,112007,111509,111323,111036,110571,109548,108615,107760,106973,106199,105785,105404,104777,103989,103391,103076,103164,103350,103592,103606,103398,103308,103242,103643,103821,103944,103987,104289,104257,104233,104228,104439,104744,104816,104700,104133,104050,104172,104096,103832,103614,103913,104068,104243,104228,104419,104452,104609,104325,103980,103783,103834,104438,104434,104469,104290,104361,104324,104443,104695,105015,105277,105582,105614,104862,104222,103791,103831,103984,103951,104108,103893,103906,103871,103872,103986,104531,105485,106169,106399,106501,107003,107468,108186,109047,110035,110740,111292,111821,112029,112213,112267,112407,112534,112648,112884,113024,113290,113662,114026,114354,114721,115195,115906,116589,117135,117684,118107,118508
394666,"Harrisburg, PA",96,102855,102902,102979,103004,103099,103170,103293,103402,103566,103458,103333,103308,103608,104013,104386,104803,105087,105427,105684,106099,106468,107472,108403,109263,109444,109568,109646,109795,110095,110452,110913,111144,111345,111132,111025,110881,111007,111256,111679,112152,112515,112756,112885,113041,113219,113407,113734,114141,114694,114987,115181,115397,115738,116185,116652,117326,117983,118679,119051,119451,119707,120109,120445,120671,120792,120827,120980,121077,121247,121400,121757,122087,122490,122871,123210,123454,123698,124081,124466,124874,125284,125805,126248,126684,127246,127809,128560,129333,130272,131078,131838,132584,133323,134036,134834,135674,136398,137142,137859,138726,139525,140419,141342,142227,143133,144097,145084,145997,146847,147759,148688,149708,150707,151845,152988,154272,155335,156239,157017,157803,158780,159839,161087,162234,163312,164149,164875,165352,166090,166779,167581,168440,169420,170145,170497,170596,170877,171138,171461,171785,172015,172239,172460,172567,172321,171876,171572,171369,171160,170942,170796,170758,170605,170500,170062,169741,169398,169599,169584,169850,169697,169761,169571,169407,169305,169273,169551,169784,169921,169684,169397,168897,168629,168194,167825,167318,166804,166180,165376,164370,163578,163113,163004,162841,162533,162342,162182,161937,161416,161067,160980,161140,161286,161032,160628,160241,160228,159959,159867,159870,160390,160685,160907,161057,161061,161192,161311,161691,161823,162040,162096,162469,162745,163123,163160,163293,163557,163982,164338,164419,164602,164752,164937,164703,164314,164050,164199,164299,164392,164380,164600,164767,164816,165017,165332,165867,166280,166473,166540,166734,166973,167264,167376,167842,168420,168862,169251,169575,170319,171099,172070,172713,173481,174100,174721,175106,175477,176068,176509,176975,177289,177697,177924,178451,178938,179678,180276,180820,181388,181812,182379,183001,183596,184142,184564,184956,185363,185646,186075,186597,187095,187622,188122,188575,189043,189508
